Currency,Date,Time,DateTime
USD,5/1/2024,8:15 AM,01.05.2024 8:15
USD,5/1/2024,9:45 AM,01.05.2024 9:45
USD,5/1/2024,10:00 AM,01.05.2024 10:00
USD,5/1/2024,10:00 AM,01.05.2024 10:00
USD,5/1/2024,10:00 AM,01.05.2024 10:00
USD,5/1/2024,2:00 PM,01.05.2024 14:00
USD,5/1/2024,2:00 PM,01.05.2024 14:00
USD,5/1/2024,2:30 PM,01.05.2024 14:30
EUR,4/30/2024,5:00 AM,30.04.2024 5:00
EUR,4/30/2024,5:00 AM,30.04.2024 5:00
USD,4/30/2024,8:30 AM,30.04.2024 8:30
USD,4/30/2024,9:00 AM,30.04.2024 9:00
USD,4/30/2024,9:45 AM,30.04.2024 9:45
USD,4/30/2024,10:00 AM,30.04.2024 10:00
EUR,4/29/2024,3:00 AM,29.04.2024 3:00
USD,4/26/2024,8:30 AM,26.04.2024 8:30
USD,4/26/2024,10:00 AM,26.04.2024 10:00
USD,4/25/2024,8:30 AM,25.04.2024 8:30
USD,4/25/2024,8:30 AM,25.04.2024 8:30
USD,4/25/2024,8:30 AM,25.04.2024 8:30
USD,4/25/2024,10:00 AM,25.04.2024 10:00
EUR,4/24/2024,4:00 AM,24.04.2024 4:00
USD,4/24/2024,8:30 AM,24.04.2024 8:30
USD,4/24/2024,8:30 AM,24.04.2024 8:30
EUR,4/23/2024,3:15 AM,23.04.2024 3:15
EUR,4/23/2024,3:15 AM,23.04.2024 3:15
EUR,4/23/2024,3:30 AM,23.04.2024 3:30
EUR,4/23/2024,3:30 AM,23.04.2024 3:30
EUR,4/23/2024,4:00 AM,23.04.2024 4:00
EUR,4/23/2024,4:00 AM,23.04.2024 4:00
USD,4/23/2024,9:45 AM,23.04.2024 9:45
USD,4/23/2024,9:45 AM,23.04.2024 9:45
USD,4/23/2024,9:59 AM,23.04.2024 9:59
USD,4/23/2024,10:00 AM,23.04.2024 10:00
EUR,4/22/2024,11:30 AM,22.04.2024 11:30
USD,4/18/2024,8:30 AM,18.04.2024 8:30
USD,4/18/2024,8:30 AM,18.04.2024 8:30
USD,4/18/2024,10:00 AM,18.04.2024 10:00
EUR,4/17/2024,2:00 PM,17.04.2024 14:00
USD,4/17/2024,5:30 PM,17.04.2024 17:30
USD,4/16/2024,8:30 AM,16.04.2024 8:30
USD,4/16/2024,9:15 AM,16.04.2024 9:15
USD,4/16/2024,1:00 PM,16.04.2024 13:00
USD,4/16/2024,1:15 PM,16.04.2024 13:15
USD,4/15/2024,8:30 AM,15.04.2024 8:30
USD,4/15/2024,8:30 AM,15.04.2024 8:30
USD,4/15/2024,8:30 AM,15.04.2024 8:30
USD,4/12/2024,10:00 AM,12.04.2024 10:00
USD,4/12/2024,10:00 AM,12.04.2024 10:00
EUR,4/11/2024,8:15 AM,11.04.2024 8:15
EUR,4/11/2024,8:15 AM,11.04.2024 8:15
USD,4/11/2024,8:30 AM,11.04.2024 8:30
USD,4/11/2024,8:30 AM,11.04.2024 8:30
USD,4/11/2024,8:30 AM,11.04.2024 8:30
EUR,4/11/2024,8:45 AM,11.04.2024 8:45
USD,4/11/2024,10:00 AM,11.04.2024 10:00
USD,4/11/2024,1:01 PM,11.04.2024 13:01
USD,4/10/2024,8:30 AM,10.04.2024 8:30
USD,4/10/2024,8:30 AM,10.04.2024 8:30
USD,4/10/2024,8:30 AM,10.04.2024 8:30
USD,4/10/2024,12:45 PM,10.04.2024 12:45
USD,4/10/2024,1:01 PM,10.04.2024 13:01
USD,4/10/2024,2:00 PM,10.04.2024 14:00
USD,4/5/2024,8:30 AM,05.04.2024 8:30
USD,4/5/2024,8:30 AM,05.04.2024 8:30
USD,4/5/2024,8:30 AM,05.04.2024 8:30
USD,4/4/2024,8:30 AM,04.04.2024 8:30
USD,4/4/2024,12:15 PM,04.04.2024 12:15
USD,4/4/2024,2:00 PM,04.04.2024 14:00
EUR,4/3/2024,5:00 AM,03.04.2024 5:00
EUR,4/3/2024,5:00 AM,03.04.2024 5:00
USD,4/3/2024,8:15 AM,03.04.2024 8:15
USD,4/3/2024,9:45 AM,03.04.2024 9:45
USD,4/3/2024,10:00 AM,03.04.2024 10:00
USD,4/3/2024,12:10 PM,03.04.2024 12:10
USD,4/2/2024,10:00 AM,02.04.2024 10:00
USD,4/2/2024,12:05 PM,02.04.2024 12:05
USD,4/1/2024,10:00 AM,01.04.2024 10:00
USD,4/1/2024,10:00 AM,01.04.2024 10:00
EUR,3/30/2024,9:00 PM,30.03.2024 21:00
USD,3/29/2024,8:30 AM,29.03.2024 8:30
USD,3/29/2024,11:30 AM,29.03.2024 11:30
USD,3/28/2024,8:30 AM,28.03.2024 8:30
USD,3/28/2024,8:30 AM,28.03.2024 8:30
USD,3/28/2024,8:30 AM,28.03.2024 8:30
USD,3/28/2024,9:45 AM,28.03.2024 9:45
USD,3/28/2024,10:00 AM,28.03.2024 10:00
USD,3/28/2024,10:00 AM,28.03.2024 10:00
EUR,3/27/2024,4:00 AM,27.03.2024 4:00
USD,3/27/2024,6:00 PM,27.03.2024 18:00
USD,3/26/2024,8:30 AM,26.03.2024 8:30
USD,3/26/2024,8:30 AM,26.03.2024 8:30
USD,3/26/2024,9:00 AM,26.03.2024 9:00
USD,3/26/2024,9:59 AM,26.03.2024 9:59
USD,3/26/2024,10:00 AM,26.03.2024 10:00
USD,3/25/2024,10:00 AM,25.03.2024 10:00
EUR,3/22/2024,5:00 AM,22.03.2024 5:00
USD,3/22/2024,9:00 AM,22.03.2024 9:00
EUR,3/21/2024,4:15 AM,21.03.2024 4:15
EUR,3/21/2024,4:15 AM,21.03.2024 4:15
EUR,3/21/2024,4:30 AM,21.03.2024 4:30
EUR,3/21/2024,4:30 AM,21.03.2024 4:30
EUR,3/21/2024,5:00 AM,21.03.2024 5:00
EUR,3/21/2024,5:00 AM,21.03.2024 5:00
USD,3/21/2024,8:30 AM,21.03.2024 8:30
USD,3/21/2024,8:30 AM,21.03.2024 8:30
USD,3/21/2024,9:45 AM,21.03.2024 9:45
USD,3/21/2024,9:45 AM,21.03.2024 9:45
USD,3/21/2024,10:00 AM,21.03.2024 10:00
EUR,3/20/2024,4:45 AM,20.03.2024 4:45
USD,3/20/2024,2:00 PM,20.03.2024 14:00
USD,3/20/2024,2:00 PM,20.03.2024 14:00
USD,3/20/2024,2:00 PM,20.03.2024 14:00
USD,3/20/2024,2:30 PM,20.03.2024 14:30
USD,3/19/2024,8:30 AM,19.03.2024 8:30
USD,3/15/2024,8:30 AM,15.03.2024 8:30
USD,3/15/2024,9:15 AM,15.03.2024 9:15
USD,3/15/2024,10:00 AM,15.03.2024 10:00
USD,3/15/2024,10:00 AM,15.03.2024 10:00
USD,3/14/2024,8:30 AM,14.03.2024 8:30
USD,3/14/2024,8:30 AM,14.03.2024 8:30
USD,3/14/2024,8:30 AM,14.03.2024 8:30
USD,3/14/2024,8:30 AM,14.03.2024 8:30
USD,3/14/2024,8:30 AM,14.03.2024 8:30
USD,3/13/2024,1:01 PM,13.03.2024 13:01
USD,3/12/2024,8:30 AM,12.03.2024 8:30
USD,3/12/2024,8:30 AM,12.03.2024 8:30
USD,3/12/2024,8:30 AM,12.03.2024 8:30
USD,3/12/2024,1:01 PM,12.03.2024 13:01
USD,3/10/2024,3:00 AM,10.03.2024 3:00
USD,3/8/2024,9:30 AM,08.03.2024 9:30
USD,3/8/2024,9:30 AM,08.03.2024 9:30
USD,3/8/2024,9:30 AM,08.03.2024 9:30
EUR,3/7/2024,9:15 AM,07.03.2024 9:15
EUR,3/7/2024,9:15 AM,07.03.2024 9:15
USD,3/7/2024,9:30 AM,07.03.2024 9:30
EUR,3/7/2024,9:45 AM,07.03.2024 9:45
USD,3/7/2024,11:00 AM,07.03.2024 11:00
USD,3/7/2024,12:30 PM,07.03.2024 12:30
USD,3/6/2024,9:15 AM,06.03.2024 9:15
USD,3/6/2024,11:00 AM,06.03.2024 11:00
USD,3/6/2024,11:00 AM,06.03.2024 11:00
USD,3/5/2024,11:00 AM,05.03.2024 11:00
EUR,3/1/2024,6:00 AM,01.03.2024 6:00
EUR,3/1/2024,6:00 AM,01.03.2024 6:00
USD,3/1/2024,11:00 AM,01.03.2024 11:00
USD,3/1/2024,11:00 AM,01.03.2024 11:00
USD,3/1/2024,11:00 AM,01.03.2024 11:00
USD,3/1/2024,11:15 AM,01.03.2024 11:15
EUR,2/29/2024,4:00 AM,29.02.2024 4:00
USD,2/29/2024,9:30 AM,29.02.2024 9:30
USD,2/29/2024,9:30 AM,29.02.2024 9:30
USD,2/29/2024,10:45 AM,29.02.2024 10:45
USD,2/29/2024,11:00 AM,29.02.2024 11:00
USD,2/29/2024,2:15 PM,29.02.2024 14:15
USD,2/28/2024,9:30 AM,28.02.2024 9:30
USD,2/28/2024,9:30 AM,28.02.2024 9:30
USD,2/27/2024,9:30 AM,27.02.2024 9:30
USD,2/27/2024,9:30 AM,27.02.2024 9:30
USD,2/27/2024,10:00 AM,27.02.2024 10:00
USD,2/27/2024,10:59 AM,27.02.2024 10:59
USD,2/27/2024,11:00 AM,27.02.2024 11:00
USD,2/26/2024,11:00 AM,26.02.2024 11:00
EUR,2/26/2024,12:00 PM,26.02.2024 12:00
EUR,2/23/2024,5:00 AM,23.02.2024 5:00
EUR,2/22/2024,4:15 AM,22.02.2024 4:15
EUR,2/22/2024,4:15 AM,22.02.2024 4:15
EUR,2/22/2024,4:30 AM,22.02.2024 4:30
EUR,2/22/2024,4:30 AM,22.02.2024 4:30
EUR,2/22/2024,5:00 AM,22.02.2024 5:00
EUR,2/22/2024,5:00 AM,22.02.2024 5:00
USD,2/22/2024,9:30 AM,22.02.2024 9:30
USD,2/22/2024,10:45 AM,22.02.2024 10:45
USD,2/22/2024,10:45 AM,22.02.2024 10:45
USD,2/22/2024,11:00 AM,22.02.2024 11:00
USD,2/22/2024,8:35 PM,22.02.2024 20:35
USD,2/21/2024,10:10 AM,21.02.2024 10:10
USD,2/21/2024,3:00 PM,21.02.2024 15:00
USD,2/16/2024,9:30 AM,16.02.2024 9:30
USD,2/16/2024,9:30 AM,16.02.2024 9:30
USD,2/16/2024,9:30 AM,16.02.2024 9:30
USD,2/16/2024,11:00 AM,16.02.2024 11:00
USD,2/16/2024,11:00 AM,16.02.2024 11:00
EUR,2/15/2024,4:00 AM,15.02.2024 4:00
USD,2/15/2024,9:30 AM,15.02.2024 9:30
USD,2/15/2024,9:30 AM,15.02.2024 9:30
USD,2/15/2024,9:30 AM,15.02.2024 9:30
USD,2/15/2024,9:30 AM,15.02.2024 9:30
USD,2/15/2024,9:30 AM,15.02.2024 9:30
USD,2/15/2024,10:15 AM,15.02.2024 10:15
USD,2/15/2024,2:15 PM,15.02.2024 14:15
USD,2/13/2024,9:30 AM,13.02.2024 9:30
USD,2/13/2024,9:30 AM,13.02.2024 9:30
USD,2/13/2024,9:30 AM,13.02.2024 9:30
USD,2/12/2024,1:00 PM,12.02.2024 13:00
USD,2/8/2024,9:30 AM,08.02.2024 9:30
USD,2/8/2024,9:30 AM,08.02.2024 9:30
USD,2/8/2024,1:05 PM,08.02.2024 13:05
USD,2/8/2024,2:01 PM,08.02.2024 14:01
USD,2/7/2024,12:00 PM,07.02.2024 12:00
USD,2/7/2024,1:30 PM,07.02.2024 13:30
USD,2/7/2024,2:01 PM,07.02.2024 14:01
USD,2/6/2024,1:00 PM,06.02.2024 13:00
USD,2/5/2024,11:00 AM,05.02.2024 11:00
USD,2/4/2024,8:00 PM,04.02.2024 20:00
USD,2/2/2024,9:30 AM,02.02.2024 9:30
USD,2/2/2024,9:30 AM,02.02.2024 9:30
USD,2/2/2024,9:30 AM,02.02.2024 9:30
USD,2/2/2024,11:00 AM,02.02.2024 11:00
EUR,2/1/2024,4:00 AM,01.02.2024 4:00
EUR,2/1/2024,6:00 AM,01.02.2024 6:00
EUR,2/1/2024,6:00 AM,01.02.2024 6:00
USD,2/1/2024,9:30 AM,01.02.2024 9:30
USD,2/1/2024,11:00 AM,01.02.2024 11:00
USD,2/1/2024,11:00 AM,01.02.2024 11:00
USD,1/31/2024,9:15 AM,31.01.2024 9:15
USD,1/31/2024,9:30 AM,31.01.2024 9:30
USD,1/31/2024,10:45 AM,31.01.2024 10:45
USD,1/31/2024,3:00 PM,31.01.2024 15:00
USD,1/31/2024,3:00 PM,31.01.2024 15:00
USD,1/31/2024,3:30 PM,31.01.2024 15:30
EUR,1/30/2024,4:00 AM,30.01.2024 4:00
USD,1/30/2024,10:00 AM,30.01.2024 10:00
USD,1/30/2024,11:00 AM,30.01.2024 11:00
USD,1/30/2024,11:00 AM,30.01.2024 11:00
USD,1/26/2024,9:30 AM,26.01.2024 9:30
USD,1/26/2024,11:00 AM,26.01.2024 11:00
EUR,1/25/2024,5:00 AM,25.01.2024 5:00
EUR,1/25/2024,9:15 AM,25.01.2024 9:15
EUR,1/25/2024,9:15 AM,25.01.2024 9:15
USD,1/25/2024,9:30 AM,25.01.2024 9:30
USD,1/25/2024,9:30 AM,25.01.2024 9:30
USD,1/25/2024,9:30 AM,25.01.2024 9:30
USD,1/25/2024,9:30 AM,25.01.2024 9:30
USD,1/25/2024,9:30 AM,25.01.2024 9:30
EUR,1/25/2024,9:45 AM,25.01.2024 9:45
USD,1/25/2024,11:00 AM,25.01.2024 11:00
EUR,1/24/2024,4:15 AM,24.01.2024 4:15
EUR,1/24/2024,4:15 AM,24.01.2024 4:15
EUR,1/24/2024,4:30 AM,24.01.2024 4:30
EUR,1/24/2024,4:30 AM,24.01.2024 4:30
EUR,1/24/2024,5:00 AM,24.01.2024 5:00
EUR,1/24/2024,5:00 AM,24.01.2024 5:00
USD,1/24/2024,10:45 AM,24.01.2024 10:45
USD,1/24/2024,10:45 AM,24.01.2024 10:45
USD,1/23/2024,10:59 AM,23.01.2024 10:59
EUR,1/19/2024,6:00 AM,19.01.2024 6:00
USD,1/19/2024,11:00 AM,19.01.2024 11:00
USD,1/19/2024,11:00 AM,19.01.2024 11:00
USD,1/19/2024,11:00 AM,19.01.2024 11:00
USD,1/18/2024,9:30 AM,18.01.2024 9:30
USD,1/18/2024,9:30 AM,18.01.2024 9:30
USD,1/18/2024,9:30 AM,18.01.2024 9:30
EUR,1/18/2024,11:15 AM,18.01.2024 11:15
USD,1/17/2024,9:30 AM,17.01.2024 9:30
USD,1/17/2024,9:30 AM,17.01.2024 9:30
USD,1/17/2024,10:15 AM,17.01.2024 10:15
EUR,1/17/2024,11:15 AM,17.01.2024 11:15
USD,1/16/2024,9:30 AM,16.01.2024 9:30
USD,1/12/2024,9:30 AM,12.01.2024 9:30
USD,1/12/2024,9:30 AM,12.01.2024 9:30
USD,1/11/2024,9:30 AM,11.01.2024 9:30
USD,1/11/2024,9:30 AM,11.01.2024 9:30
USD,1/11/2024,9:30 AM,11.01.2024 9:30
USD,1/11/2024,9:30 AM,11.01.2024 9:30
USD,1/11/2024,2:01 PM,11.01.2024 14:01
USD,1/10/2024,2:01 PM,10.01.2024 14:01
EUR,1/5/2024,6:00 AM,05.01.2024 6:00
EUR,1/5/2024,6:00 AM,05.01.2024 6:00
USD,1/5/2024,9:30 AM,05.01.2024 9:30
USD,1/5/2024,9:30 AM,05.01.2024 9:30
USD,1/5/2024,9:30 AM,05.01.2024 9:30
USD,1/5/2024,11:00 AM,05.01.2024 11:00
USD,1/5/2024,2:30 PM,05.01.2024 14:30
USD,1/4/2024,9:15 AM,04.01.2024 9:15
USD,1/4/2024,9:30 AM,04.01.2024 9:30
USD,1/3/2024,9:30 AM,03.01.2024 9:30
USD,1/3/2024,11:00 AM,03.01.2024 11:00
USD,1/3/2024,11:00 AM,03.01.2024 11:00
USD,1/3/2024,11:00 AM,03.01.2024 11:00
USD,1/3/2024,3:00 PM,03.01.2024 15:00
